id,rwa_score,testelapse,education,engnat,education_level,urban,gender,age,hand,familysize
8381,1.3,283,4,2,Graduate degree,Rural,Male,48,Right,3
8382,2.6,405,3,2,University degree,Urban,Female,25,Right,2
8383,2.35,434,3,2,University degree,Rural,Male,69,Right,5
8384,1.2,212,4,2,Graduate degree,Suburban,Female,30,Left,2
8385,1.6,264,4,2,Graduate degree,Suburban,Male,32,Left,3
8386,2.8,511,3,2,University degree,Urban,Male,73,Right,2
8387,1.7,280,4,2,Graduate degree,Rural,Female,40,Right,1
8388,3.35,302,2,2,High School,Rural,Male,17,Right,2
8389,1.45,351,3,2,University degree,NA,Male,40,Right,3
8390,2.3,318,3,2,University degree,Urban,Female,50,Left,3
8391,4.25,518,3,2,University degree,Suburban,Female,27,Right,3
8392,1.95,213,1,2,Less than high school,Rural,Male,25,Right,4
8393,2.7,690,3,2,University degree,Urban,Male,78,Right,3
8394,3.3,504,3,2,University degree,Urban,Male,71,Right,3
8395,4.8,383,2,2,High School,Suburban,Male,26,Right,2
8396,1.4,389,4,2,Graduate degree,Suburban,Male,54,Right,3
8397,1.65,422,3,2,University degree,Suburban,Male,48,Right,3
8398,1.55,327,3,2,University degree,Urban,Female,51,Right,1
8399,2.2,1776,3,2,University degree,Suburban,Other,38,Right,1
8400,8.1,178,3,1,University degree,Rural,Male,86,Right,2
8401,1.75,6889,4,2,Graduate degree,Urban,Male,48,Right,2
8402,1.8,245,2,2,High School,Suburban,Male,53,Right,2
8403,2.8,275,2,2,High School,Rural,Male,51,Right,0
8404,1.4,197,3,2,University degree,Urban,Female,25,Right,1
8405,1.85,468,4,2,Graduate degree,Suburban,Male,44,Right,2
8406,2.45,289,4,2,Graduate degree,Rural,Female,31,Right,1
8407,1.2,306,4,2,Graduate degree,Rural,Female,37,Right,3
8408,1.95,269,3,2,University degree,Rural,Female,25,Right,3
8409,1.2,587,4,1,Graduate degree,Rural,Female,59,Right,2
8410,1.95,186,0,2,NA,Suburban,Male,42,Left,2
8411,1.2,235,3,2,University degree,Rural,Male,37,Right,1
8412,1.1,380,4,2,Graduate degree,Suburban,Male,47,Left,3
8413,5.8,250,2,2,High School,Suburban,Male,16,Right,2
8414,1.25,344,4,2,Graduate degree,Suburban,Male,38,Right,2
8415,5.75,270,4,2,Graduate degree,Rural,Male,49,Right,3
8416,2.7,2281,3,2,University degree,Suburban,Male,53,Right,3
8417,1.4,270,3,2,University degree,Suburban,Female,32,Right,2
8418,3.95,313,3,2,University degree,NA,Male,63,Both,2
8419,3.35,390,3,2,University degree,Suburban,Male,44,Right,3
8420,1.85,573,2,2,High School,Rural,Male,35,Right,3
8421,2.5,289,4,2,Graduate degree,Urban,Male,30,Right,3
8422,6.7,304,2,2,High School,Rural,Male,24,Right,3
8423,1.4,175,4,2,Graduate degree,Rural,Male,51,Right,4
8424,4.15,250,3,2,University degree,Suburban,Male,31,Right,1
8425,1.6,210,3,2,University degree,Rural,Male,21,Right,2
8426,4.7,166,4,2,Graduate degree,Suburban,Male,44,Right,1
8427,1.75,163,3,2,University degree,Rural,Male,44,Left,1
8428,1.7,310,4,2,Graduate degree,Suburban,Male,32,Right,1
8429,3.1,184,3,2,University degree,Suburban,Male,37,Right,1
8430,1.85,179,4,2,Graduate degree,Rural,Male,48,Right,3
8431,1.8,308,2,2,High School,Rural,Male,35,Right,3
8432,1.95,414,3,2,University degree,Suburban,Female,27,Right,2
8433,1.6,296,3,2,University degree,Urban,Male,44,Right,1
8434,1.4,225,4,2,Graduate degree,Urban,Male,36,Right,2
8435,1.75,937,2,2,High School,Rural,Female,27,Right,3
8436,5.25,232,2,2,High School,Suburban,Female,51,Right,4
8437,1.4,230,4,1,Graduate degree,Urban,Male,36,Right,1
8438,1.95,220,3,2,University degree,Rural,Female,31,Right,4
8439,4.6,171,4,2,Graduate degree,Urban,Male,24,Right,2
8440,1.75,246,4,2,Graduate degree,Suburban,Male,59,Right,1
8441,3.15,308,3,2,University degree,Suburban,Male,31,Left,3
8442,2.6,346,3,2,University degree,Urban,Female,52,Right,2
8443,1.25,262,4,2,Graduate degree,Urban,Male,61,Right,2
8444,2.1,152,2,1,High School,Suburban,Male,18,Left,3
8445,2.85,267,3,2,University degree,Suburban,Male,42,Right,3
8446,1.8,447,4,2,Graduate degree,Urban,Male,42,Both,5
8447,3.2,283,2,2,High School,Suburban,Male,34,Right,2
8448,2.95,432,3,2,University degree,Rural,Male,41,Right,2
8449,1.15,247,3,2,University degree,Urban,Male,57,Right,2
8450,1.75,342,4,2,Graduate degree,Rural,Female,39,Left,3
8451,2.3,320,4,2,Graduate degree,Suburban,Female,55,Right,4
8452,1,81,1,1,Less than high school,Urban,Female,17,Right,2
8453,3.15,309,3,2,University degree,Suburban,Male,40,Right,2
8454,1.75,248,3,2,University degree,Rural,Male,50,Right,2
8455,2.2,209,2,2,High School,Rural,Male,24,Left,4
8456,1.85,156,4,1,Graduate degree,Suburban,Male,36,Right,3
8457,3.85,236,2,1,High School,NA,Male,56,Right,0
8458,1.55,403,4,2,Graduate degree,Suburban,Female,38,Right,6
8459,2.6,372,3,2,University degree,Rural,Male,28,Right,3
8460,1.65,381,3,2,University degree,Suburban,Female,50,Right,4
8461,2.25,215,2,1,High School,Rural,Female,19,Right,2
8462,1.25,249,3,2,University degree,Suburban,Female,26,Right,2
8463,1.15,232,4,2,Graduate degree,Suburban,Male,53,Right,3
8464,1.65,218,3,2,University degree,Urban,Male,55,Left,3
8465,2,357,2,2,High School,Rural,Female,24,Left,5
8466,1.1,298,3,2,University degree,Rural,Male,40,Right,7
8467,5.75,416,2,2,High School,Suburban,Male,40,Right,3
8468,1.05,275,2,2,High School,Urban,Male,37,Both,2
8469,1.8,216,3,2,University degree,Suburban,Female,31,Right,1
8470,2.45,184,3,2,University degree,Rural,Male,35,Right,3
8471,1.7,190,3,2,University degree,Rural,Male,49,Right,3
8472,1.95,162,4,2,Graduate degree,Suburban,Male,57,Right,2
8473,1.7,341,4,2,Graduate degree,Urban,Male,51,Right,2
8474,2.7,464,2,2,High School,Rural,Female,68,Right,6
8475,1.95,357,3,2,University degree,Urban,Male,24,Right,2
8476,2.3,415,3,2,University degree,Suburban,Male,26,Right,2
8477,2.25,241,4,2,Graduate degree,Suburban,Male,48,Left,2
8478,3,329,2,2,High School,Rural,Male,31,Both,3
8479,2.25,330,2,2,High School,Rural,Male,44,Right,2
8480,1.25,17856,2,2,High School,Rural,Male,36,Right,4
8481,5.4,227,4,2,Graduate degree,Suburban,Male,33,Both,3
8482,1.9,314,4,2,Graduate degree,Urban,Male,31,Right,3
8483,1.2,251,2,2,High School,Rural,Female,46,Left,2
8484,6.8,269,2,2,High School,Suburban,Male,25,Right,3
8485,1.85,236,4,2,Graduate degree,Suburban,Male,26,Left,1
8486,2.6,266,2,2,High School,Urban,Male,25,Right,1
8487,2.3,175,2,1,High School,Rural,Male,20,Right,1
8488,3.4,254,2,2,High School,Suburban,Male,26,Left,2
8489,2.8,217,2,2,High School,Rural,Male,22,Right,3
8490,2.4,812,3,2,University degree,Urban,Male,50,Right,3
8491,1.4,195,4,2,Graduate degree,Rural,Female,46,Right,1
8492,3.85,349,3,2,University degree,Urban,Male,64,Right,2
8493,1.7,131,4,2,Graduate degree,Rural,Female,64,Both,1
8494,6.6,194,2,2,High School,Suburban,Male,15,Right,3
8495,5.2,413,2,2,High School,Suburban,Male,24,Left,2
8496,1.7,149,2,2,High School,Suburban,Male,29,Right,1
8497,2.05,375,4,2,Graduate degree,Rural,Male,37,Right,2
8498,3.15,222,3,2,University degree,Urban,Male,25,Both,4
8499,1.4,862,3,1,University degree,Urban,Male,56,Right,1
8500,1.75,541,3,2,University degree,Rural,Female,32,Left,2
8501,1.95,405,2,2,High School,Urban,Female,26,Right,3
8502,1.35,146,3,2,University degree,Suburban,Female,31,Right,3
8503,1.5,207,4,2,Graduate degree,Rural,Female,34,Left,2
8504,1.2,263,2,2,High School,Suburban,Male,25,Right,2
8505,3.6,217,3,1,University degree,Rural,Male,60,Right,3
8506,1.2,124,2,2,High School,Urban,Male,18,Right,1
8507,2.9,517,2,2,High School,Urban,Male,63,Right,5
8508,2,491,4,2,Graduate degree,Urban,Female,57,Right,1
8509,3.4,232,3,2,University degree,Urban,Male,25,Right,2
8510,1.35,989,3,2,University degree,Suburban,Male,24,Right,3
8511,3,733,3,2,University degree,Suburban,Male,61,Right,3
8512,1.7,260,0,2,NA,Suburban,Female,40,Both,2
8513,2.75,416,3,2,University degree,Suburban,Male,52,Left,4
8514,2.7,497,3,2,University degree,Urban,Male,33,Right,3
8515,1.95,229,3,2,University degree,Rural,Male,29,Right,4
8516,1.9,337,4,2,Graduate degree,Rural,Male,36,Left,3
8517,1.05,311,3,2,University degree,Rural,Male,43,Right,4
8518,1.4,173,3,2,University degree,Rural,Female,39,Right,4
8519,2.1,496,2,2,High School,Rural,Male,53,Right,2
8520,2.35,382,4,2,Graduate degree,Suburban,Male,48,Right,3
8521,1.7,315,3,2,University degree,Rural,Female,31,Right,3
8522,3,238,4,2,Graduate degree,Urban,Male,61,Right,1
8523,1.85,343,3,0,University degree,Rural,Male,47,NA,3
8524,1.4,181,1,1,Less than high school,Urban,Female,15,Right,2
8525,1.9,211,4,1,Graduate degree,Urban,Other,38,Right,2
8526,2.15,422,4,2,Graduate degree,Rural,Female,38,Right,4
8527,1.05,111,2,0,High School,Urban,Female,16,Right,1
8528,1.75,1302,2,2,High School,Rural,Female,44,Right,5
8529,4.05,256,4,2,Graduate degree,Suburban,Male,31,Right,2
8530,6.35,1411,3,2,University degree,Rural,Male,28,Right,3
8531,2.05,405,2,1,High School,Urban,Male,33,Right,2
8532,1.75,394,3,2,University degree,Suburban,Female,28,Right,3
8533,8.15,140,2,1,High School,Suburban,Male,18,Right,3
8534,2.65,406,3,2,University degree,Rural,Female,52,Right,5
8535,2.85,98,1,1,Less than high school,Urban,Female,16,Right,2
8536,2.95,347,4,2,Graduate degree,Rural,Female,48,Right,0
8537,5,248,3,1,University degree,Rural,Male,26,Right,2
8538,5.25,273,3,2,University degree,Urban,Female,37,Right,2
8539,1.35,175,4,2,Graduate degree,Urban,Male,36,Right,1
8540,3,262,4,2,Graduate degree,Rural,Female,40,Right,4
8541,1.7,295,4,2,Graduate degree,Urban,Male,59,Left,5
8542,2.5,278,4,2,Graduate degree,Rural,Female,29,Right,2
8543,6.3,460,3,1,University degree,Urban,Male,41,Right,1
8544,1.95,236,4,2,Graduate degree,Urban,Male,54,Right,2
8545,2.95,380,1,2,Less than high school,Suburban,Male,16,Right,3
8546,1.75,250,3,1,University degree,Urban,Other,34,Right,4
8547,1,1482,2,2,High School,Urban,Female,18,Right,2
8548,1.45,153,4,1,Graduate degree,Suburban,Female,47,Right,4
8549,1.15,137,3,2,University degree,Rural,Male,52,Right,5
8550,1.45,116,4,2,Graduate degree,Urban,Female,41,Right,1
8551,3.4,382,2,2,High School,Rural,Female,17,Right,4
8552,1.65,246,3,2,University degree,Rural,Male,45,Left,3
8553,1,133,4,2,Graduate degree,Rural,Female,39,Right,1
8554,1.15,164,4,2,Graduate degree,Urban,Female,42,Right,3
8555,2.45,279,3,2,University degree,Rural,Male,33,Right,2
8556,1.9,213,3,2,University degree,Suburban,Female,27,Right,2
8557,3.75,307,3,2,University degree,Suburban,Male,23,Right,1
8558,1.25,312,2,2,High School,Urban,Male,65,Both,2
8559,1.7,478,3,2,University degree,Urban,Male,41,Right,2
8560,2.3,350,3,2,University degree,Urban,Female,65,Right,4
8561,2.05,352,3,2,University degree,Rural,Female,31,Right,2
8562,1.15,1227,3,2,University degree,Suburban,Male,40,Right,3
8563,1.5,184,2,2,High School,Rural,Female,20,Left,3
8564,1.25,210,4,2,Graduate degree,Suburban,Male,29,Right,2
8565,1.3,245,3,2,University degree,Rural,Male,24,Right,2
8566,2.8,134,4,2,Graduate degree,Urban,Male,43,Right,2
8567,3.15,465,3,2,University degree,Suburban,Male,32,Right,2
8568,2.3,259,3,2,University degree,Suburban,Male,45,Right,2
8569,2.3,818,2,2,High School,Rural,Male,36,Right,3
8570,2.05,420,2,2,High School,Suburban,Male,31,Right,1
8571,1.4,357,4,2,Graduate degree,Suburban,Male,24,Right,4
8572,1.3,307,3,2,University degree,Suburban,Male,29,Right,3
8573,2.15,216,4,2,Graduate degree,Suburban,Male,54,Right,1
8574,2.7,271,4,2,Graduate degree,Suburban,Male,53,Right,3
8575,3.9,1461,2,2,High School,Suburban,Male,20,Right,2
8576,1.2,182,3,2,University degree,Rural,Male,37,Right,1
8577,1.8,350,4,2,Graduate degree,Rural,Male,24,Right,2
8578,2.25,262,2,2,High School,Suburban,Male,55,Right,4
8579,2,213,3,1,University degree,Urban,Male,28,Right,2
8580,2.65,223,2,2,High School,Rural,Female,19,Right,2
8581,1.7,226,4,2,Graduate degree,Rural,Female,42,Right,1
8582,2.9,1258,3,2,University degree,Urban,Male,60,Right,2
8583,1.4,551,3,2,University degree,Rural,Male,67,Right,3
8584,7.5,187,2,1,High School,Suburban,Female,16,Right,2
8585,1.8,335,3,2,University degree,Rural,Female,40,Right,4
8586,2.6,204,4,1,Graduate degree,Suburban,Male,30,Right,4
8587,6.4,486,2,2,High School,Suburban,Male,49,Right,3
8588,1.1,201,3,2,University degree,Urban,Female,23,Right,3
8589,1.95,133,4,1,Graduate degree,Rural,Male,37,Right,3
8590,1.3,295,3,2,University degree,Rural,Male,33,Right,3
8591,7.7,180,0,2,NA,Suburban,Male,15,Right,3
8592,1.6,205,2,2,High School,Suburban,Male,48,Right,2
8593,2.3,378,2,1,High School,Suburban,Male,33,Right,2
8594,2.5,50935,2,1,High School,Rural,Male,22,Right,2
8595,2.5,130,2,1,High School,Rural,Male,34,Right,2
8596,1.65,110,3,1,University degree,Rural,Male,27,Right,2
8597,3.55,136,2,2,High School,Urban,Male,30,Right,1
8598,1,134,4,2,Graduate degree,Rural,Male,35,Right,1
8599,1,98,3,1,University degree,Suburban,Other,27,Left,1
8600,1.15,350,2,1,High School,Suburban,Male,17,Right,4
8601,2.35,217,3,2,University degree,Suburban,Male,26,Right,2
8602,1.6,182,2,2,High School,Urban,Male,28,Right,3
8603,1.75,713,1,2,Less than high school,Urban,Male,43,Right,3
8604,1.65,489,4,2,Graduate degree,Urban,Male,38,Right,2
8605,2.85,199,4,2,Graduate degree,Rural,Male,55,Right,3
8606,1.75,284,3,2,University degree,Rural,Female,34,Left,3
8607,5.8,374,2,2,High School,Rural,Male,38,Right,4
8608,2.05,177,3,1,University degree,Urban,Male,47,Right,2
8609,5.8,230,1,1,Less than high school,Suburban,Female,16,Right,2
8610,1.3,160,2,1,High School,Suburban,Male,31,Right,3
8611,8.65,247,2,1,High School,Rural,Male,18,Right,4
8612,1.55,181,4,1,Graduate degree,Suburban,Male,42,Right,2
8613,1.65,243,4,2,Graduate degree,Urban,Male,36,Right,3
8614,4.95,440,2,2,High School,Suburban,Male,23,Right,4
8615,1.25,163,4,2,Graduate degree,Suburban,Female,51,Right,3
8616,3.65,258,3,2,University degree,Urban,Male,25,Right,2
8617,2.4,247,3,2,University degree,Rural,Male,39,Right,5
8618,4.35,263,2,2,High School,Rural,Male,57,Right,3
8619,1.6,246,4,2,Graduate degree,Rural,Male,42,Right,2
8620,2.75,596,3,2,University degree,Suburban,Female,23,Right,1
8621,8.25,266,1,2,Less than high school,Suburban,Male,16,Right,8
8622,1.95,183,2,2,High School,Suburban,Female,22,Right,0
8623,3.85,433,2,2,High School,Suburban,Female,43,Right,5
8624,1.3,157,4,2,Graduate degree,Urban,Male,36,Right,1
8625,1.95,332,3,2,University degree,Suburban,Male,28,Right,1
8626,1.15,205,3,2,University degree,Rural,Female,23,Right,2
8627,1.45,152,4,2,Graduate degree,Urban,Female,35,Right,3
8628,3.95,530,3,1,University degree,Urban,Male,29,Right,3
8629,6.8,326,2,1,High School,Suburban,Male,16,Right,4
8630,2.2,271,3,2,University degree,Suburban,Female,35,Right,3
8631,1.6,177,3,2,University degree,Rural,Female,51,Right,4
8632,1.8,274,4,1,Graduate degree,Rural,Female,64,Right,4
8633,2.55,186,2,1,High School,Urban,Male,20,Both,1
8634,1.8,203,4,1,Graduate degree,Urban,Female,29,Left,3
8635,3.35,320,2,2,High School,Suburban,Female,16,Right,2
8636,3.4,174,2,2,High School,Rural,Female,16,Right,3
8637,8.3,183,4,1,Graduate degree,Rural,Male,100,Left,2
8638,1.55,299,4,2,Graduate degree,Urban,Female,41,Right,2
8639,1.5,230,3,2,University degree,Suburban,Male,31,Right,2
8640,3.4,365,1,1,Less than high school,NA,Male,21,Right,4
8641,3.15,279,2,2,High School,Rural,Male,20,Right,3
8642,3.75,455,4,2,Graduate degree,Urban,Male,39,Right,1
8643,1.85,169,1,1,Less than high school,Suburban,Female,13,Right,2
8644,1.55,124,3,1,University degree,Urban,Female,22,Right,2
8645,7.1,325,4,1,Graduate degree,Urban,Female,37,Right,4
8646,7.15,153,3,1,University degree,Suburban,Male,21,Left,2
8647,1.35,300,3,1,University degree,Suburban,Male,23,Right,2
8648,5.25,200,2,1,High School,Rural,Male,18,Right,1
8649,1.65,185,2,1,High School,Suburban,Male,17,Right,2
8650,5.6,309,2,1,High School,Urban,Male,18,Right,2
8651,4.85,469,4,2,Graduate degree,Urban,Male,25,Right,2
8652,2.9,318,2,2,High School,Suburban,Male,20,Right,2
8653,2.1,389,2,1,High School,Urban,Male,19,Right,2
8654,3.6,222,2,1,High School,Urban,Male,19,Right,2
8655,5.25,103,4,1,Graduate degree,Rural,Male,25,Right,3
8656,2.15,479,1,2,Less than high school,Urban,Male,59,Right,3
8657,2.3,446,4,2,Graduate degree,Suburban,Male,27,Left,2
8658,1.7,285,3,2,University degree,Suburban,Female,52,Left,3
8659,1.05,285,3,2,University degree,Rural,Female,37,Right,1
8660,4.2,208,3,1,University degree,Urban,Male,28,Right,3
8661,1.95,522,2,1,High School,Suburban,Male,19,Right,3
8662,6.75,303,2,2,High School,Urban,Male,19,Right,0
8663,3.1,1110,2,1,High School,Suburban,Male,17,Right,1
8664,1.6,529,3,2,University degree,Rural,Male,31,Right,3
8665,1.9,218,3,2,University degree,Suburban,Female,44,Right,2
8666,5.05,204,3,2,University degree,Rural,Male,36,Right,4
8667,4.05,280,2,2,High School,Suburban,Other,45,Right,1
8668,5.7,269,2,1,High School,Suburban,Male,19,Right,1
8669,2.9,332,2,2,High School,Suburban,Male,20,Right,2
8670,1.4,1131,2,2,High School,Suburban,Male,18,Right,2
8671,2.1,145,1,1,Less than high school,Suburban,Female,15,Right,3
8672,1.8,453,2,1,High School,Urban,Male,20,Right,3
8673,7.5,220,2,1,High School,Rural,Male,16,Right,3
8674,2.75,437,2,1,High School,Urban,Female,19,Left,2
8675,1.75,236,2,1,High School,Suburban,Male,20,Right,3
8676,4.15,300,4,2,Graduate degree,Rural,Male,22,Right,1
8677,1.65,105,2,1,High School,Rural,Male,19,Right,3
8678,1.75,216,3,1,University degree,Rural,Male,25,Right,3
8679,5.7,191,2,1,High School,Urban,Male,58,Right,1
8680,1.65,292,4,2,Graduate degree,Rural,Female,24,Left,4
8681,1,386,3,2,University degree,Urban,Male,42,Right,2
8682,3.2,181,2,1,High School,Rural,Male,18,Right,3
8683,1.55,264,3,1,University degree,Rural,Male,59,Right,3
8684,2.6,341,2,1,High School,Rural,Male,18,Right,4
8685,3.25,309,2,1,High School,Suburban,Male,48,Left,4
8686,1.1,1877,4,1,Graduate degree,Suburban,Female,48,Right,3
8687,1.3,1349,3,1,University degree,Urban,Female,31,Left,0
8688,6.35,145,2,2,High School,Urban,Male,27,Right,4
8689,2.8,249,3,2,University degree,Rural,Female,42,Right,2
8690,1.95,283,2,2,High School,Urban,Male,29,Right,2
8691,1.3,313,3,2,University degree,Rural,Male,32,Right,3
8692,2.8,261,3,2,University degree,Suburban,Male,26,Right,0
8693,1.6,210,3,1,University degree,Rural,Male,31,Right,3
8694,2.8,388,3,1,University degree,Rural,Male,33,Right,1
8695,3.85,189,3,2,University degree,Urban,Male,20,Right,1
8696,7.25,192,1,1,Less than high school,Suburban,Male,16,Right,1
8697,1.55,277,1,2,Less than high school,Suburban,Male,16,Right,2
8698,2.9,132,3,1,University degree,Suburban,Male,23,Right,3
8699,1.6,203,3,2,University degree,Rural,Male,28,Right,2
8700,1,107,3,2,University degree,Suburban,Male,42,Right,2
8701,2,287,3,2,University degree,Suburban,Female,38,Right,3
8702,1.95,282,3,2,University degree,Suburban,Female,49,Right,3
8703,2.45,642,3,2,University degree,Suburban,Female,52,Right,3
8704,4.95,185,4,2,Graduate degree,Rural,Male,21,Left,3
8705,5.95,292,3,2,University degree,Rural,Male,21,Both,3
8706,2.5,429,3,2,University degree,Rural,Female,48,Right,3
8707,2.35,404,3,2,University degree,Suburban,Female,23,Right,5
8708,2,319,2,2,High School,Rural,Male,19,Left,2
8709,4.65,210,4,1,Graduate degree,Urban,Male,44,Left,2
8710,2.4,232,4,2,Graduate degree,Rural,Male,79,Right,1
8711,3.3,129,3,1,University degree,Suburban,Male,22,Right,2
8712,2,502,3,2,University degree,Urban,Male,47,Right,3
8713,3.25,219204,2,2,High School,Rural,Male,19,Right,2
8714,2.3,261,4,2,Graduate degree,Rural,Female,46,Right,3
8715,1.25,184,4,2,Graduate degree,Rural,Male,74,Right,3
8716,2.1,487,4,2,Graduate degree,Urban,Male,71,Right,5
8717,3.75,490,2,1,High School,Rural,Male,48,Right,7
8718,2.25,149,3,1,University degree,Urban,Female,44,Right,2
8719,5.25,474,2,2,High School,Urban,Male,21,Right,2
8720,7.25,222,2,2,High School,Urban,Male,21,Right,2
8721,3.35,412,2,2,High School,Rural,Male,17,Right,2
8722,1.85,162,4,2,Graduate degree,Urban,Male,44,Right,2
8723,1.9,482,2,1,High School,Suburban,Female,26,Left,3
8724,5,149,3,1,University degree,Rural,Female,57,Left,8
8725,2.75,535,4,1,Graduate degree,Urban,Male,19,Right,2
8726,2.85,234,2,1,High School,Urban,Male,25,Left,4
8727,6.05,230,4,1,Graduate degree,Suburban,Female,59,Right,4
8728,1.4,183,2,1,High School,Urban,Male,32,Right,3
8729,5.7,252,1,1,Less than high school,Suburban,Male,15,Right,2
8730,1.35,168,1,1,Less than high school,Suburban,Male,17,Left,1
8731,3.1,671,3,2,University degree,Rural,Female,67,Right,4
8732,1.6,502,3,2,University degree,Suburban,Male,39,Left,3
8733,2.4,254,4,2,Graduate degree,Suburban,Male,37,Right,2
8734,1,183,2,1,High School,Urban,Male,18,Right,3
8735,3.55,308,2,2,High School,Rural,Female,20,Right,2
8736,1,123,2,1,High School,Suburban,Female,18,Right,8
